Rank,Title,Issn,SJR
3548,Experimental Dermatology,0906-6705,1.146
3549,Food Control,0956-7135,1.146
3550,Journal of Analytical and Applied Pyrolysis,0165-2370,1.146
3551,Journal of Anthropological Archaeology,0278-4165,1.146
3551,Journal of Anthropological Archaeology,1090-2686,1.146
3552,Journal of Tourism Futures,2055-5911,1.146
3552,Journal of Tourism Futures,2055-592X,1.146
3553,Biophysical Reviews,1867-2469,1.145
3553,Biophysical Reviews,1867-2450,1.145
3554,Cellular Microbiology,1462-5814,1.145
3554,Cellular Microbiology,1462-5822,1.145
3555,IEEE Micro,0272-1732,1.145
3556,Psychotherapy,1939-1536,1.145
3556,Psychotherapy,0033-3204,1.145
3557,Current Issues in Language Planning,1466-4208,1.144
3558,Health Economics (United Kingdom),1057-9230,1.144
3558,Health Economics (United Kingdom),1099-1050,1.144
3559,Journal of Cardiovascular Electrophysiology,1540-8167,1.144
3559,Journal of Cardiovascular Electrophysiology,1045-3873,1.144
3560,Management Decision,0025-1747,1.144
3561,RSC Chemical Biology,2633-0679,1.144
3562,Biomedical Journal,2320-2890,1.143
3562,Biomedical Journal,2319-4170,1.143
3563,Grain and Oil Science and Technology,2590-2598,1.143
3563,Grain and Oil Science and Technology,2096-4501,1.143
3564,Journal of Pediatric Psychology,0146-8693,1.143
3564,Journal of Pediatric Psychology,1465-735X,1.143
3565,"Designs, Codes, and Cryptography",0925-1022,1.142
3565,"Designs, Codes, and Cryptography",1573-7586,1.142
3566,Eurasian Business Review,1309-4297,1.142
3566,Eurasian Business Review,2147-4281,1.142
3567,International Journal of Child-Computer Interaction,2212-8689,1.142
3568,Journal of Physics G: Nuclear and Particle Physics,1361-6471,1.142
3568,Journal of Physics G: Nuclear and Particle Physics,0954-3899,1.142
3569,Zoologica Scripta,1463-6409,1.142
3569,Zoologica Scripta,0300-3256,1.142
3570,HPB,1477-2574,1.141
3570,HPB,1365-182X,1.141
3571,Journal of Athletic Training,1062-6050,1.141
3571,Journal of Athletic Training,1938-162X,1.141
3572,Journal of Strength and Conditioning Research,1064-8011,1.141
3572,Journal of Strength and Conditioning Research,1533-4287,1.141
3573,Journal of Trauma and Dissociation,1529-9740,1.141
3573,Journal of Trauma and Dissociation,1529-9732,1.141
3574,Orthopaedic Journal of Sports Medicine,2325-9671,1.141
3575,Petroleum Science,1672-5107,1.141
3575,Petroleum Science,1995-8226,1.141
3576,Progress in Biomedical Engineering,2516-1091,1.141
3577,Circulation Journal,1347-4820,1.14
3577,Circulation Journal,1346-9843,1.14
3578,Clinical Neuropsychiatry,1724-4935,1.14
3579,Health and Quality of Life Outcomes,1477-7525,1.14
3580,International Review of Administrative Sciences,0020-8523,1.14
3580,International Review of Administrative Sciences,1461-7226,1.14
3581,Internet Policy Review,2197-6775,1.14
3582,"Lancet Regional Health - Southeast Asia, The",2772-3682,1.14
3583,Psychology of Sexual Orientation and Gender Diversity,2329-0382,1.14
3583,Psychology of Sexual Orientation and Gender Diversity,2329-0390,1.14
3584,Viruses,1999-4915,1.14
3585,Hematology. American Society of Hematology. Education Program,1520-4383,1.139
3585,Hematology. American Society of Hematology. Education Program,1520-4391,1.139
3586,IEEE Transactions on Human-Machine Systems,2168-2291,1.139
3587,Green Chemistry Letters and Reviews,1751-7192,1.138
3587,Green Chemistry Letters and Reviews,1751-8253,1.138
3588,JCO Global Oncology,2687-8941,1.138
3589,Journal of Broadcasting and Electronic Media,0883-8151,1.138
3589,Journal of Broadcasting and Electronic Media,1550-6878,1.138
3590,Molecules and Cells,0219-1032,1.138
3590,Molecules and Cells,1016-8478,1.138
3591,Reading and Writing,0922-4777,1.138
3591,Reading and Writing,1573-0905,1.138
3592,Sociology Compass,1751-9020,1.138
3593,Gene: X,2590-1583,1.137
3594,High-Confidence Computing,2667-2952,1.137
3595,Journal of Computing in Civil Engineering,0887-3801,1.137
3596,Journal of Sex Research,0022-4499,1.137
3596,Journal of Sex Research,1559-8519,1.137
3597,Materials Characterization,1044-5803,1.137
3598,Pacific Basin Finance Journal,0927-538X,1.137
3599,Thinking and Reasoning,1464-0708,1.137
3599,Thinking and Reasoning,1354-6783,1.137
3600,Cybersecurity,2096-4862,1.136
3600,Cybersecurity,2523-3246,1.136
3601,Epijournal de Geometrie Algebrique,2491-6765,1.136
3602,European Physical Education Review,1356-336X,1.136
3602,European Physical Education Review,1741-2749,1.136
3603,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,2156-3357,1.136
3604,Internet of Things and Cyber-Physical Systems,2667-3452,1.136
3605,Journal of Experimental Education,1940-0683,1.136
3605,Journal of Experimental Education,0022-0973,1.136
3606,Journal of Industrial Integration and Management,2424-8630,1.136
3606,Journal of Industrial Integration and Management,2424-8622,1.136
3607,Journal of Nutritional Biochemistry,0955-2863,1.136
3607,Journal of Nutritional Biochemistry,1873-4847,1.136
3608,Psycho-Oncology,1057-9249,1.136
3608,Psycho-Oncology,1099-1611,1.136
3609,Seminars in Nuclear Medicine,1558-4623,1.136
3609,Seminars in Nuclear Medicine,0001-2998,1.136
3610,Bailliere's Best Practice and Research in Clinical Gastroenterology,1532-1916,1.135
3610,Bailliere's Best Practice and Research in Clinical Gastroenterology,1521-6918,1.135
3611,International Reviews of Immunology,1563-5244,1.135
3611,International Reviews of Immunology,0883-0185,1.135
3612,Journal of Mining Institute,2541-9404,1.135
3612,Journal of Mining Institute,2411-3336,1.135
3613,Journal of Prosthodontic Research,2212-4632,1.135
3613,Journal of Prosthodontic Research,1883-1958,1.135
3614,Plant and Soil,1573-5036,1.135
3614,Plant and Soil,0032-079X,1.135
3615,ACS Applied Nano Materials,2574-0970,1.134
3616,Journal of Hypertension,1473-5598,1.134
3616,Journal of Hypertension,0263-6352,1.134
3617,Chemical Communications,1364-548X,1.133
3617,Chemical Communications,1359-7345,1.133
3618,ICT Express,2405-9595,1.133
3619,Journal of Clinical Psychology,0021-9762,1.133
3619,Journal of Clinical Psychology,1097-4679,1.133
3620,Journal of Research in Reading,1467-9817,1.133
3620,Journal of Research in Reading,0141-0423,1.133
3621,Plant Science,0168-9452,1.133
3621,Plant Science,1873-2259,1.133
3622,American Journal of Cultural Sociology,2049-7121,1.132
3622,American Journal of Cultural Sociology,2049-7113,1.132
3623,Asterisque,0303-1179,1.132
3624,Critical Care Explorations,2639-8028,1.132
3625,Depression Research and Treatment,2090-1321,1.132
3625,Depression Research and Treatment,2090-133X,1.132
3626,European Journal of Pain,1090-3801,1.132
3626,European Journal of Pain,1532-2149,1.132
3627,International Journal for Numerical and Analytical Methods in Geomechanics,0363-9061,1.132
3627,International Journal for Numerical and Analytical Methods in Geomechanics,1096-9853,1.132
3628,International Journal of Disaster Risk Reduction,2212-4209,1.132
3629,Nagoya Mathematical Journal,2152-6842,1.132
3629,Nagoya Mathematical Journal,0027-7630,1.132
3630,Obesity Facts,1662-4025,1.132
3630,Obesity Facts,1662-4033,1.132
3631,Cell Surface,2468-2330,1.131
3632,DNA Research,1756-1663,1.131
3632,DNA Research,1340-2838,1.131
3633,Journal of Neuro-Oncology,1573-7373,1.131
3633,Journal of Neuro-Oncology,0167-594X,1.131
3634,Reproduction,1741-7899,1.131
3634,Reproduction,1470-1626,1.131
3635,Social Psychology of Education,1573-1928,1.131
3635,Social Psychology of Education,1381-2890,1.131
3636,ACM Transactions on Sensor Networks,1550-4859,1.13
3637,Men and Masculinities,1097-184X,1.13
3638,Molecular and Cellular Endocrinology,0303-7207,1.13
3638,Molecular and Cellular Endocrinology,1872-8057,1.13
3639,Policy Insights from the Behavioral and Brain Sciences,2372-7330,1.13
3639,Policy Insights from the Behavioral and Brain Sciences,2372-7322,1.13
3640,"Advances in Statistical Climatology, Meteorology and Oceanography",2364-3587,1.129
3640,"Advances in Statistical Climatology, Meteorology and Oceanography",2364-3579,1.129
3641,Computers and Geosciences,0098-3004,1.129
3642,European Journal of Neuroscience,1460-9568,1.129
3642,European Journal of Neuroscience,0953-816X,1.129
3643,Campbell Systematic Reviews,1891-1803,1.128
3644,JBMR Plus,2473-4039,1.128
3645,Journal of Rheumatology,1499-2752,1.128
3645,Journal of Rheumatology,0315-162X,1.128
3646,Laryngoscope,1531-4995,1.128
3646,Laryngoscope,0023-852X,1.128
3647,Mathematical Research Letters,1073-2780,1.128
3648,Psychiatric Quarterly,0033-2720,1.128
3648,Psychiatric Quarterly,1573-6709,1.128
3649,Wind Energy,1099-1824,1.128
3649,Wind Energy,1095-4244,1.128
3650,Birth,1523-536X,1.127
3650,Birth,0730-7659,1.127
3651,"Cognitive, Affective and Behavioral Neuroscience",1530-7026,1.127
3651,"Cognitive, Affective and Behavioral Neuroscience",1531-135X,1.127
3652,Financial Review,1540-6288,1.127
3652,Financial Review,0732-8516,1.127
3653,Food Science and Human Wellness,2213-4530,1.127
3654,Gender and Education,1360-0516,1.127
3654,Gender and Education,0954-0253,1.127
3655,International Journal of Accounting Information Systems,1467-0895,1.127
3656,Journal of Common Market Studies,1468-5965,1.127
3656,Journal of Common Market Studies,0021-9886,1.127
3657,Journal of Symplectic Geometry,1527-5256,1.127
3657,Journal of Symplectic Geometry,1540-2347,1.127
3658,Neurosurgical Focus,1092-0684,1.127
3659,Animal Microbiome,2524-4671,1.126
3660,Archives of Pathology and Laboratory Medicine,0003-9985,1.126
3661,Food Quality and Preference,0950-3293,1.126
3662,International Journal of Cardiology,1874-1754,1.126
3662,International Journal of Cardiology,0167-5273,1.126
3663,Journal of the Energy Institute,1746-0220,1.126
3663,Journal of the Energy Institute,1743-9671,1.126
3664,Qualitative Inquiry,1552-7565,1.126
3664,Qualitative Inquiry,1077-8004,1.126
3665,Clinical Pharmacokinetics,1179-1926,1.125
3665,Clinical Pharmacokinetics,0312-5963,1.125
3666,Frontiers in Genome Editing,2673-3439,1.125
3667,High Power Laser Science and Engineering,2095-4719,1.125
3667,High Power Laser Science and Engineering,2052-3289,1.125
3668,Journal of Policy Modeling,0161-8938,1.125
3669,Paediatric and Perinatal Epidemiology,0269-5022,1.124
3669,Paediatric and Perinatal Epidemiology,1365-3016,1.124
3670,Stochastic Processes and their Applications,0304-4149,1.123
3671,Asia-Pacific Education Researcher,2243-7908,1.122
3671,Asia-Pacific Education Researcher,0119-5646,1.122
3672,Clinical eHealth,2588-9141,1.122
3673,Endocrinology and Metabolism,2093-596X,1.122
3673,Endocrinology and Metabolism,2093-5978,1.122
3674,Health Expectations,1369-6513,1.122
3674,Health Expectations,1369-7625,1.122
3675,Interfaces and Free Boundaries,1463-9971,1.122
3675,Interfaces and Free Boundaries,1463-9963,1.122
3676,Proceedings of the Custom Integrated Circuits Conference,0886-5930,1.122
3677,World Wide Web,1573-1413,1.122
3677,World Wide Web,1386-145X,1.122
3678,International Psychogeriatrics,1741-203X,1.121
3678,International Psychogeriatrics,1041-6102,1.121
3679,npj Materials Degradation,2397-2106,1.121
3680,Science and Education,0926-7220,1.121
3681,CIRP Journal of Manufacturing Science and Technology,1755-5817,1.12
3681,CIRP Journal of Manufacturing Science and Technology,1878-0016,1.12
3682,Surgical Endoscopy and Other Interventional Techniques,1432-2218,1.12
3682,Surgical Endoscopy and Other Interventional Techniques,0930-2794,1.12
3683,Wear,0043-1648,1.12
3684,APL Bioengineering,2473-2877,1.119
3685,IEEE Open Journal of Intelligent Transportation Systems,2687-7813,1.119
3686,Cellular and Molecular Neurobiology,0272-4340,1.118
3686,Cellular and Molecular Neurobiology,1573-6830,1.118
3687,CMAJ open,2291-0026,1.118
3688,Journalism Practice,1751-2786,1.118
3688,Journalism Practice,1751-2794,1.118
3689,Linguistics and Philosophy,0165-0157,1.118
3690,Infection Control and Hospital Epidemiology,1559-6834,1.117
3690,Infection Control and Hospital Epidemiology,0899-823X,1.117
3691,Journal of Rail Transport Planning and Management,2210-9706,1.117
3692,Marine Structures,0951-8339,1.117
3693,Non-coding RNA,2311-553X,1.117
3694,Tectonophysics,0040-1951,1.117
3695,Carbon Resources Conversion,2588-9133,1.116
3696,Antibodies,2073-4468,1.115
3697,Hippocampus,1098-1063,1.115
3697,Hippocampus,1050-9631,1.115
3698,International Journal of Multimedia Information Retrieval,2192-6611,1.115
3698,International Journal of Multimedia Information Retrieval,2192-662X,1.115
3699,Journal of Complexity,0885-064X,1.115
3699,Journal of Complexity,1090-2708,1.115
3700,Journal of Sports Sciences,1466-447X,1.115
3700,Journal of Sports Sciences,0264-0414,1.115
3701,Advances in Biological Regulation,2212-4934,1.114
3701,Advances in Biological Regulation,2212-4926,1.114
3702,BMJ Health and Care Informatics,2632-1009,1.114
3703,Clinical and Experimental Immunology,0009-9104,1.114
3703,Clinical and Experimental Immunology,1365-2249,1.114
3704,Entomologia Generalis,0171-8177,1.114
3705,Journal of Agricultural and Food Chemistry,1520-5118,1.114
3705,Journal of Agricultural and Food Chemistry,0021-8561,1.114
3706,Physics and Imaging in Radiation Oncology,2405-6316,1.114
3707,Technometrics,1537-2723,1.114
3707,Technometrics,0040-1706,1.114
3708,Biotechnology for Biofuels,1754-6834,1.113
3709,Insurance: Mathematics and Economics,0167-6687,1.113
3710,International Journal of Automation and Computing,1476-8186,1.113
3711,Journal of Cell Communication and Signaling,1873-961X,1.113
3711,Journal of Cell Communication and Signaling,1873-9601,1.113
3712,Annals of Mathematics Studies,0066-2313,1.112
3713,International Journal of Geomechanics,1532-3641,1.112
3713,International Journal of Geomechanics,1943-5622,1.112
3714,IUBMB Life,1521-6543,1.112
3714,IUBMB Life,1521-6551,1.112
3715,Journal of Sustainable Cement-Based Materials,2165-0373,1.112
3715,Journal of Sustainable Cement-Based Materials,2165-0381,1.112
3716,Lipids in Health and Disease,1476-511X,1.112
3717,Plant Stress,2667-064X,1.112
3718,American Mineralogist,0003-004X,1.111
3718,American Mineralogist,1945-3027,1.111
3719,Global Ecology and Conservation,2351-9894,1.111
3720,International Journal for Parasitology,1879-0135,1.111
3720,International Journal for Parasitology,0020-7519,1.111
3721,International Political Sociology,1749-5687,1.111
3721,International Political Sociology,1749-5679,1.111
3722,Osteoporosis International,0937-941X,1.111
3722,Osteoporosis International,1433-2965,1.111
3723,Policy and Politics,0305-5736,1.111
3723,Policy and Politics,1470-8442,1.111
3724,Sociologia Ruralis,1467-9523,1.111
3724,Sociologia Ruralis,0038-0199,1.111
3725,American Journal of Pharmaceutical Education,1553-6467,1.11
3725,American Journal of Pharmaceutical Education,0002-9459,1.11
3726,Cognition and Emotion,0269-9931,1.11
3726,Cognition and Emotion,1464-0600,1.11
3727,Genes Chromosomes and Cancer,1098-2264,1.11
3727,Genes Chromosomes and Cancer,1045-2257,1.11
3728,International Journal of Medical Informatics,1872-8243,1.11
3728,International Journal of Medical Informatics,1386-5056,1.11
3729,Journal of Micropalaeontology,0262-821X,1.11
3729,Journal of Micropalaeontology,2041-4978,1.11
3730,Stochastic Systems,1946-5238,1.11
3731,Syntax,1368-0005,1.11
3731,Syntax,1467-9612,1.11
3732,Clinical and Translational Science,1752-8062,1.109
3732,Clinical and Translational Science,1752-8054,1.109
3733,International Journal of Health Geographics,1476-072X,1.109
3734,Journal of Educational Change,1389-2843,1.109
3735,Non-coding RNA Research,2468-0540,1.109
3736,Reviews in the Neurosciences,2191-0200,1.108
3736,Reviews in the Neurosciences,0334-1763,1.108
3737,Biomass and Bioenergy,0961-9534,1.107
3737,Biomass and Bioenergy,1873-2909,1.107
3738,International Journal of Gynecological Cancer,1525-1438,1.107
3738,International Journal of Gynecological Cancer,1048-891X,1.107
3739,Journal of Information Technology and Politics,1933-1681,1.107
3739,Journal of Information Technology and Politics,1933-169X,1.107
3740,Acta Astronautica,0094-5765,1.106
3741,Critical Care Clinics,0749-0704,1.106
3741,Critical Care Clinics,1557-8232,1.106
3742,European Transport Research Review,1866-8887,1.106
3742,European Transport Research Review,1867-0717,1.106
3743,Pharmacoepidemiology and Drug Safety,1099-1557,1.106
3743,Pharmacoepidemiology and Drug Safety,1053-8569,1.106
3744,Clinical Diabetes,0891-8929,1.105
3745,Frontiers of Computer Science,2095-2228,1.105
3745,Frontiers of Computer Science,2095-2236,1.105
